incident_id,asset_id,relation_description
292,179,Video recording checked during investigation
147,364,Door controller event related to the incident
171,472,CCTV footage reviewed for this incident
201,56,Network security logs reviewed
44,293,Incident report printed from this device
403,176,Security workstation used for incident documentation
108,468,Video recording checked during investigation
48,105,Network device checked during response
209,112,Network device checked during response
217,406,Alarm panel alert connected to the response
438,439,Incident report printed from this device
290,379,Alarm panel alert connected to the response
492,290,Door controller event related to the incident
500,399,Door controller event related to the incident
415,489,Security workstation used for incident documentation
8,124,Network security logs reviewed
389,18,Network device checked during response
414,448,Video recording checked during investigation
350,98,Incident report printed from this device
108,204,Incident report printed from this device
280,167,Patrol radio used during response coordination
72,170,Network security logs reviewed
255,206,CCTV footage reviewed for this incident
41,122,Patrol radio used during response coordination
429,178,Network device checked during response
77,217,Alarm panel alert connected to the response
339,452,Door controller event related to the incident
68,333,Badge reader logs used for access verification
233,44,Patrol radio used during response coordination
486,268,Security workstation used for incident documentation
132,357,Badge reader logs used for access verification
78,95,CCTV network switch checked during response
131,401,Alarm panel alert connected to the response
117,36,Badge reader logs used for access verification
332,165,Server logs reviewed for investigation
113,465,CCTV footage reviewed for this incident
3,314,Server logs reviewed for investigation
169,56,Network security logs reviewed
471,238,Server logs reviewed for investigation
335,277,Video recording checked during investigation
162,14,Patrol radio used during response coordination
114,394,Network security logs reviewed
314,11,CCTV footage reviewed for this incident
40,38,CCTV network switch checked during response
360,234,Security workstation used for incident documentation
130,381,Badge reader logs used for access verification
470,424,CCTV network switch checked during response
246,331,Alarm panel alert connected to the response
122,397,Video recording checked during investigation
232,291,Server logs reviewed for investigation
392,192,Security workstation used for incident documentation
81,293,Incident report printed from this device
224,429,Patrol radio used during response coordination
310,436,Door controller event related to the incident
455,405,Incident report printed from this device
489,187,Server logs reviewed for investigation
374,423,Alarm panel alert connected to the response
38,382,Network security logs reviewed
410,291,Server logs reviewed for investigation
249,449,CCTV footage reviewed for this incident
120,381,Badge reader logs used for access verification
24,479,Network security logs reviewed
379,268,Security workstation used for incident documentation
355,328,Patrol radio used during response coordination
488,72,Network security logs reviewed
338,75,Incident report printed from this device
91,410,CCTV network switch checked during response
418,235,Network security logs reviewed
20,431,CCTV network switch checked during response
355,192,Security workstation used for incident documentation
400,445,CCTV footage reviewed for this incident
426,41,Network device checked during response
449,364,Door controller event related to the incident
92,67,CCTV network switch checked during response
283,470,Badge reader logs used for access verification
333,42,Security workstation used for incident documentation
344,137,Server logs reviewed for investigation
247,91,CCTV footage reviewed for this incident
482,328,Patrol radio used during response coordination
93,114,Network device checked during response
82,253,Patrol radio used during response coordination
365,264,CCTV network switch checked during response
350,144,Video recording checked during investigation
23,342,Badge reader logs used for access verification
313,327,Security workstation used for incident documentation
207,338,CCTV footage reviewed for this incident
30,169,Video recording checked during investigation
205,195,Network device checked during response
299,415,Server logs reviewed for investigation
244,11,CCTV footage reviewed for this incident
175,298,Patrol radio used during response coordination
409,419,Network security logs reviewed
54,14,Patrol radio used during response coordination
328,327,Security workstation used for incident documentation
149,131,Door controller event related to the incident
459,172,Incident report printed from this device
300,443,Network device checked during response
320,413,Video recording checked during investigation
147,48,Security workstation used for incident documentation
29,393,Security workstation used for incident documentation
9,108,Network security logs reviewed
246,12,Video recording checked during investigation
453,280,Door controller event related to the incident
476,395,Video recording checked during investigation
131,155,CCTV footage reviewed for this incident
474,211,Network device checked during response
306,288,CCTV footage reviewed for this incident
126,265,Network device checked during response
135,204,Incident report printed from this device
110,152,Security workstation used for incident documentation
485,347,Patrol radio used during response coordination
363,93,CCTV footage reviewed for this incident
54,489,Security workstation used for incident documentation
16,352,Network device checked during response
132,113,Server logs reviewed for investigation
242,226,Network device checked during response
291,266,Security workstation used for incident documentation
254,368,Security workstation used for incident documentation
462,319,CCTV network switch checked during response
351,155,CCTV footage reviewed for this incident
24,373,Door controller event related to the incident
9,432,Network security logs reviewed
229,349,Network device checked during response
131,313,Badge reader logs used for access verification
459,113,Server logs reviewed for investigation
34,101,Video recording checked during investigation
105,193,Incident report printed from this device
367,101,Video recording checked during investigation
454,438,Network security logs reviewed
230,320,Server logs reviewed for investigation
464,293,Incident report printed from this device
127,155,CCTV footage reviewed for this incident
489,163,Incident report printed from this device
345,188,Video recording checked during investigation
8,330,Incident report printed from this device
19,40,Server logs reviewed for investigation
72,174,Network security logs reviewed
283,45,Server logs reviewed for investigation
390,103,CCTV footage reviewed for this incident
25,10,CCTV footage reviewed for this incident
193,145,Incident report printed from this device
246,100,CCTV footage reviewed for this incident
300,389,Video recording checked during investigation
248,431,CCTV network switch checked during response
116,451,Badge reader logs used for access verification
7,179,Video recording checked during investigation
417,465,CCTV footage reviewed for this incident
182,256,CCTV footage reviewed for this incident
455,301,Video recording checked during investigation
78,289,Network security logs reviewed
183,6,Video recording checked during investigation
273,456,Door controller event related to the incident
202,47,CCTV footage reviewed for this incident
329,319,CCTV network switch checked during response
121,450,CCTV footage reviewed for this incident
486,434,CCTV network switch checked during response
70,472,CCTV footage reviewed for this incident
128,258,Network device checked during response
108,335,CCTV network switch checked during response
244,79,Security workstation used for incident documentation
157,287,Door controller event related to the incident
192,470,Badge reader logs used for access verification
299,97,Door controller event related to the incident
45,60,Network device checked during response
219,244,Door controller event related to the incident
413,216,Badge reader logs used for access verification
405,396,Door controller event related to the incident
423,277,Video recording checked during investigation
308,255,Patrol radio used during response coordination
246,193,Incident report printed from this device
221,25,Server logs reviewed for investigation
8,267,Badge reader logs used for access verification
223,18,Network device checked during response
167,33,Video recording checked during investigation
413,124,Network security logs reviewed
414,34,CCTV footage reviewed for this incident
189,476,Network security logs reviewed
31,216,Badge reader logs used for access verification
473,129,CCTV footage reviewed for this incident
67,488,Badge reader logs used for access verification
208,213,Badge reader logs used for access verification
466,43,Video recording checked during investigation
315,434,CCTV network switch checked during response
83,303,Alarm panel alert connected to the response
222,161,Server logs reviewed for investigation
182,396,Door controller event related to the incident
360,290,Door controller event related to the incident
418,212,Door controller event related to the incident
113,423,Alarm panel alert connected to the response
424,80,Alarm panel alert connected to the response
298,61,Patrol radio used during response coordination
145,184,Patrol radio used during response coordination
197,248,Badge reader logs used for access verification
69,435,Incident report printed from this device
335,10,CCTV footage reviewed for this incident
47,276,Incident report printed from this device
83,329,Badge reader logs used for access verification
56,290,Door controller event related to the incident
441,162,Network device checked during response
266,325,Network device checked during response
27,108,Network security logs reviewed
397,260,Alarm panel alert connected to the response
131,348,Patrol radio used during response coordination
257,350,Network security logs reviewed
218,254,CCTV network switch checked during response
73,260,Alarm panel alert connected to the response
410,448,Video recording checked during investigation
175,424,CCTV network switch checked during response
74,179,Video recording checked during investigation
145,373,Door controller event related to the incident
397,336,CCTV footage reviewed for this incident
471,426,Patrol radio used during response coordination
286,261,Patrol radio used during response coordination
249,404,Patrol radio used during response coordination
105,124,Network security logs reviewed
438,342,Badge reader logs used for access verification
365,86,Alarm panel alert connected to the response
312,251,CCTV footage reviewed for this incident
279,199,Network device checked during response
59,479,Network security logs reviewed
405,348,Patrol radio used during response coordination
182,424,CCTV network switch checked during response
69,334,Network security logs reviewed
99,90,Server logs reviewed for investigation
276,460,Network security logs reviewed
195,480,Incident report printed from this device
179,341,Server logs reviewed for investigation
486,335,CCTV network switch checked during response
429,462,CCTV footage reviewed for this incident
324,279,Security workstation used for incident documentation
40,15,Video recording checked during investigation
453,328,Patrol radio used during response coordination
71,484,CCTV footage reviewed for this incident
385,347,Patrol radio used during response coordination
313,86,Alarm panel alert connected to the response
462,451,Badge reader logs used for access verification
4,312,Patrol radio used during response coordination
306,4,Incident report printed from this device
64,78,Incident report printed from this device
455,58,Incident report printed from this device
94,315,Server logs reviewed for investigation
100,357,Badge reader logs used for access verification
442,77,Door controller event related to the incident
71,319,CCTV network switch checked during response
9,461,Badge reader logs used for access verification
377,377,Alarm panel alert connected to the response
434,69,Server logs reviewed for investigation
407,2,Badge reader logs used for access verification
339,459,Video recording checked during investigation
364,483,CCTV network switch checked during response
66,45,Server logs reviewed for investigation
75,145,Incident report printed from this device
360,200,Network security logs reviewed
340,99,Server logs reviewed for investigation
140,267,Badge reader logs used for access verification
485,202,Network device checked during response
345,121,Door controller event related to the incident
387,309,Incident report printed from this device
157,474,Network device checked during response
38,329,Badge reader logs used for access verification
327,393,Security workstation used for incident documentation
70,394,Network security logs reviewed
118,173,Video recording checked during investigation
373,118,Incident report printed from this device
470,420,CCTV footage reviewed for this incident
284,48,Security workstation used for incident documentation
147,434,CCTV network switch checked during response
73,439,Incident report printed from this device
278,377,Alarm panel alert connected to the response
176,418,Badge reader logs used for access verification
253,46,Alarm panel alert connected to the response
122,376,Patrol radio used during response coordination
487,296,Badge reader logs used for access verification
95,449,CCTV footage reviewed for this incident
67,372,Security workstation used for incident documentation
101,447,Door controller event related to the incident
308,243,Patrol radio used during response coordination
447,317,Door controller event related to the incident
14,35,Door controller event related to the incident
400,323,CCTV network switch checked during response
8,326,Door controller event related to the incident
129,442,CCTV footage reviewed for this incident
98,5,Network security logs reviewed
479,265,Network device checked during response
455,324,Video recording checked during investigation
165,20,Server logs reviewed for investigation
7,122,Patrol radio used during response coordination
397,213,Badge reader logs used for access verification
422,5,Network security logs reviewed
151,105,Network device checked during response
124,115,Network security logs reviewed
186,461,Badge reader logs used for access verification
248,331,Alarm panel alert connected to the response
135,260,Alarm panel alert connected to the response
49,58,Incident report printed from this device
105,56,Network security logs reviewed
396,128,Network security logs reviewed
353,376,Patrol radio used during response coordination
134,348,Patrol radio used during response coordination
312,429,Patrol radio used during response coordination
119,322,Badge reader logs used for access verification
7,386,CCTV footage reviewed for this incident
158,362,Server logs reviewed for investigation
62,242,Network device checked during response
299,447,Door controller event related to the incident
497,197,CCTV footage reviewed for this incident
312,428,CCTV footage reviewed for this incident
202,212,Door controller event related to the incident
31,397,Video recording checked during investigation
49,238,Server logs reviewed for investigation
419,344,Patrol radio used during response coordination
122,445,CCTV footage reviewed for this incident
476,132,Video recording checked during investigation
461,276,Incident report printed from this device
264,143,Video recording checked during investigation
21,4,Incident report printed from this device
113,388,Server logs reviewed for investigation
21,411,Door controller event related to the incident
8,221,CCTV footage reviewed for this incident
166,224,Server logs reviewed for investigation
413,106,Network device checked during response
381,221,CCTV footage reviewed for this incident
86,210,CCTV footage reviewed for this incident
386,370,Security workstation used for incident documentation
255,111,Patrol radio used during response coordination
102,375,Network device checked during response
136,488,Badge reader logs used for access verification
497,238,Server logs reviewed for investigation
141,157,Badge reader logs used for access verification
149,208,Server logs reviewed for investigation
13,264,CCTV network switch checked during response
235,377,Alarm panel alert connected to the response
286,57,Video recording checked during investigation
248,150,Door controller event related to the incident
284,300,Network device checked during response
490,98,Incident report printed from this device
56,22,Server logs reviewed for investigation
275,41,Network device checked during response
114,282,Patrol radio used during response coordination
498,248,Badge reader logs used for access verification
297,23,Door controller event related to the incident
353,314,Server logs reviewed for investigation
459,233,Patrol radio used during response coordination
63,286,Door controller event related to the incident
224,293,Incident report printed from this device
380,361,Patrol radio used during response coordination
246,362,Server logs reviewed for investigation
220,78,Incident report printed from this device
434,253,Patrol radio used during response coordination
480,203,Door controller event related to the incident
7,23,Door controller event related to the incident
49,348,Patrol radio used during response coordination
375,366,Video recording checked during investigation
56,166,Security workstation used for incident documentation
332,386,CCTV footage reviewed for this incident
473,102,Video recording checked during investigation
162,241,Network device checked during response
336,353,Video recording checked during investigation
90,323,CCTV network switch checked during response
329,410,CCTV network switch checked during response
211,43,Video recording checked during investigation
79,468,Video recording checked during investigation
90,66,Server logs reviewed for investigation
457,241,Network device checked during response
269,263,Network security logs reviewed
397,484,CCTV footage reviewed for this incident
226,136,Network security logs reviewed
391,66,Server logs reviewed for investigation
67,184,Patrol radio used during response coordination
345,126,Security workstation used for incident documentation
115,374,Network security logs reviewed
48,184,Patrol radio used during response coordination
304,300,Network device checked during response
454,339,CCTV network switch checked during response
185,215,CCTV network switch checked during response
291,207,Badge reader logs used for access verification
242,64,Alarm panel alert connected to the response
167,409,Patrol radio used during response coordination
161,245,CCTV footage reviewed for this incident
74,311,Incident report printed from this device
458,202,Network device checked during response
425,310,Network security logs reviewed
153,68,Server logs reviewed for investigation
472,218,CCTV network switch checked during response
11,391,CCTV network switch checked during response
406,293,Incident report printed from this device
320,467,Patrol radio used during response coordination
204,383,Incident report printed from this device
54,391,CCTV network switch checked during response
195,88,Alarm panel alert connected to the response
428,92,Badge reader logs used for access verification
433,352,Network device checked during response
110,99,Server logs reviewed for investigation
466,282,Patrol radio used during response coordination
480,498,Server logs reviewed for investigation
467,378,Patrol radio used during response coordination
33,317,Door controller event related to the incident
3,212,Door controller event related to the incident
440,274,Server logs reviewed for investigation
439,345,CCTV footage reviewed for this incident
372,211,Network device checked during response
186,395,Video recording checked during investigation
185,40,Server logs reviewed for investigation
200,207,Badge reader logs used for access verification
343,210,CCTV footage reviewed for this incident
427,300,Network device checked during response
181,174,Network security logs reviewed
363,344,Patrol radio used during response coordination
304,167,Patrol radio used during response coordination
245,121,Door controller event related to the incident
69,155,CCTV footage reviewed for this incident
277,252,CCTV network switch checked during response
182,446,CCTV footage reviewed for this incident
338,9,Alarm panel alert connected to the response
489,119,Security workstation used for incident documentation
399,442,CCTV footage reviewed for this incident
264,382,Network security logs reviewed
79,21,CCTV footage reviewed for this incident
190,91,CCTV footage reviewed for this incident
321,158,Network device checked during response
425,174,Network security logs reviewed
145,198,Server logs reviewed for investigation
103,98,Incident report printed from this device
370,38,CCTV network switch checked during response
131,62,CCTV footage reviewed for this incident
32,63,Video recording checked during investigation
180,89,Network device checked during response
53,364,Door controller event related to the incident
446,146,CCTV network switch checked during response
129,365,Security workstation used for incident documentation
86,182,Door controller event related to the incident
479,80,Alarm panel alert connected to the response
311,500,Patrol radio used during response coordination
496,175,Badge reader logs used for access verification
36,133,Network security logs reviewed
20,287,Door controller event related to the incident
278,240,Incident report printed from this device
206,31,Network device checked during response
187,286,Door controller event related to the incident
363,453,CCTV footage reviewed for this incident
234,478,Alarm panel alert connected to the response
339,398,CCTV network switch checked during response
369,6,Video recording checked during investigation
311,361,Patrol radio used during response coordination
135,390,Patrol radio used during response coordination
314,479,Network security logs reviewed
140,359,Door controller event related to the incident
146,201,Network device checked during response
477,329,Badge reader logs used for access verification
390,225,CCTV footage reviewed for this incident
383,62,CCTV footage reviewed for this incident
200,256,CCTV footage reviewed for this incident
400,275,Incident report printed from this device
315,341,Server logs reviewed for investigation
41,433,Network device checked during response
294,51,CCTV footage reviewed for this incident
312,369,Video recording checked during investigation
101,7,Security workstation used for incident documentation
466,386,CCTV footage reviewed for this incident
294,74,Video recording checked during investigation
4,165,Server logs reviewed for investigation
338,198,Server logs reviewed for investigation
117,312,Patrol radio used during response coordination
389,343,Security workstation used for incident documentation
275,387,Patrol radio used during response coordination
328,482,Incident report printed from this device
25,85,Video recording checked during investigation
224,279,Security workstation used for incident documentation
358,77,Door controller event related to the incident
34,239,Incident report printed from this device
388,457,Incident report printed from this device
31,410,CCTV network switch checked during response
110,401,Alarm panel alert connected to the response
349,455,Badge reader logs used for access verification
172,284,Patrol radio used during response coordination
412,161,Server logs reviewed for investigation
339,1,Door controller event related to the incident
149,62,CCTV footage reviewed for this incident
21,464,Door controller event related to the incident
62,85,Video recording checked during investigation
300,302,Incident report printed from this device
384,103,CCTV footage reviewed for this incident
247,148,Door controller event related to the incident
388,442,CCTV footage reviewed for this incident
209,63,Video recording checked during investigation
187,160,Network security logs reviewed
496,472,CCTV footage reviewed for this incident
269,276,Incident report printed from this device
70,81,Alarm panel alert connected to the response
168,241,Network device checked during response
413,252,CCTV network switch checked during response
454,490,CCTV network switch checked during response
96,417,Security workstation used for incident documentation
33,249,CCTV footage reviewed for this incident
294,270,Incident report printed from this device
197,14,Patrol radio used during response coordination
213,40,Server logs reviewed for investigation
312,336,CCTV footage reviewed for this incident
137,351,Server logs reviewed for investigation
422,97,Door controller event related to the incident
429,26,Network device checked during response
457,230,Server logs reviewed for investigation
24,302,Incident report printed from this device
129,434,CCTV network switch checked during response
308,464,Door controller event related to the incident
282,129,CCTV footage reviewed for this incident
78,144,Video recording checked during investigation
459,185,Server logs reviewed for investigation
366,96,Incident report printed from this device
499,33,Video recording checked during investigation
337,181,Security workstation used for incident documentation
255,40,Server logs reviewed for investigation
377,401,Alarm panel alert connected to the response
82,359,Door controller event related to the incident
326,111,Patrol radio used during response coordination
86,303,Alarm panel alert connected to the response
14,256,CCTV footage reviewed for this incident
394,234,Security workstation used for incident documentation
345,251,CCTV footage reviewed for this incident
470,56,Network security logs reviewed
91,192,Security workstation used for incident documentation
207,403,Incident report printed from this device
210,217,Alarm panel alert connected to the response
35,370,Security workstation used for incident documentation
458,481,Door controller event related to the incident
308,17,Door controller event related to the incident
327,322,Badge reader logs used for access verification
158,293,Incident report printed from this device
236,205,Network security logs reviewed
265,156,Alarm panel alert connected to the response
125,302,Incident report printed from this device
212,327,Security workstation used for incident documentation
244,212,Door controller event related to the incident
410,305,CCTV footage reviewed for this incident
91,20,Server logs reviewed for investigation
351,173,Video recording checked during investigation
195,433,Network device checked during response
297,302,Incident report printed from this device
477,267,Badge reader logs used for access verification
198,85,Video recording checked during investigation
182,20,Server logs reviewed for investigation
166,65,Patrol radio used during response coordination
454,485,Door controller event related to the incident
325,374,Network security logs reviewed
154,416,Badge reader logs used for access verification
201,454,Server logs reviewed for investigation
183,478,Alarm panel alert connected to the response
362,160,Network security logs reviewed
86,63,Video recording checked during investigation
473,173,Video recording checked during investigation
371,432,Network security logs reviewed
179,18,Network device checked during response
145,157,Badge reader logs used for access verification
281,16,Incident report printed from this device
467,288,CCTV footage reviewed for this incident
7,290,Door controller event related to the incident
166,450,CCTV footage reviewed for this incident
98,487,CCTV footage reviewed for this incident
172,213,Badge reader logs used for access verification
287,230,Server logs reviewed for investigation
462,73,Video recording checked during investigation
108,357,Badge reader logs used for access verification
261,87,CCTV network switch checked during response
283,207,Badge reader logs used for access verification
410,123,Badge reader logs used for access verification
345,482,Incident report printed from this device
316,203,Door controller event related to the incident
13,108,Network security logs reviewed
107,158,Network device checked during response
380,233,Patrol radio used during response coordination
388,357,Badge reader logs used for access verification
314,418,Badge reader logs used for access verification
435,22,Server logs reviewed for investigation
423,314,Server logs reviewed for investigation
285,391,CCTV network switch checked during response
385,190,Alarm panel alert connected to the response
419,124,Network security logs reviewed
402,37,CCTV footage reviewed for this incident
466,122,Patrol radio used during response coordination
373,469,Network device checked during response
137,355,Network security logs reviewed
23,488,Badge reader logs used for access verification
285,216,Badge reader logs used for access verification
424,23,Door controller event related to the incident
87,162,Network device checked during response
217,146,CCTV network switch checked during response
130,309,Incident report printed from this device
88,153,Security workstation used for incident documentation
221,331,Alarm panel alert connected to the response
109,31,Network device checked during response
3,274,Server logs reviewed for investigation
480,387,Patrol radio used during response coordination
500,33,Video recording checked during investigation
28,267,Badge reader logs used for access verification
113,38,CCTV network switch checked during response
401,48,Security workstation used for incident documentation
449,11,CCTV footage reviewed for this incident
470,164,CCTV footage reviewed for this incident
324,491,Incident report printed from this device
175,27,CCTV footage reviewed for this incident
47,217,Alarm panel alert connected to the response
9,453,CCTV footage reviewed for this incident
32,87,CCTV network switch checked during response
487,39,Server logs reviewed for investigation
225,444,Badge reader logs used for access verification
427,432,Network security logs reviewed
341,452,Door controller event related to the incident
361,136,Network security logs reviewed
475,382,Network security logs reviewed
450,133,Network security logs reviewed
137,380,Incident report printed from this device
58,212,Door controller event related to the incident
443,362,Server logs reviewed for investigation
283,130,Network security logs reviewed
314,462,CCTV footage reviewed for this incident
442,185,Server logs reviewed for investigation
133,263,Network security logs reviewed
453,1,Door controller event related to the incident
465,486,Security workstation used for incident documentation
268,7,Security workstation used for incident documentation
242,259,Network security logs reviewed
477,285,Badge reader logs used for access verification
379,327,Security workstation used for incident documentation
95,232,CCTV network switch checked during response
310,339,CCTV network switch checked during response
375,124,Network security logs reviewed
205,301,Video recording checked during investigation
338,195,Network device checked during response
492,480,Incident report printed from this device
349,251,CCTV footage reviewed for this incident
489,161,Server logs reviewed for investigation
37,382,Network security logs reviewed
173,190,Alarm panel alert connected to the response
424,311,Incident report printed from this device
301,463,Network device checked during response
240,434,CCTV network switch checked during response
386,64,Alarm panel alert connected to the response
340,8,Badge reader logs used for access verification
19,414,Video recording checked during investigation
469,314,Server logs reviewed for investigation
284,407,Patrol radio used during response coordination
246,477,Video recording checked during investigation
377,497,Patrol radio used during response coordination
24,245,CCTV footage reviewed for this incident
291,169,Video recording checked during investigation
28,210,CCTV footage reviewed for this incident
338,238,Server logs reviewed for investigation
487,8,Badge reader logs used for access verification
186,84,Incident report printed from this device
87,164,CCTV footage reviewed for this incident
364,140,Incident report printed from this device
62,349,Network device checked during response
48,253,Patrol radio used during response coordination
239,348,Patrol radio used during response coordination
491,490,CCTV network switch checked during response
349,202,Network device checked during response
426,190,Alarm panel alert connected to the response
46,370,Security workstation used for incident documentation
488,414,Video recording checked during investigation
196,195,Network device checked during response
229,345,CCTV footage reviewed for this incident
251,320,Server logs reviewed for investigation
168,66,Server logs reviewed for investigation
258,22,Server logs reviewed for investigation
244,284,Patrol radio used during response coordination
468,496,Network security logs reviewed
282,198,Server logs reviewed for investigation
75,279,Security workstation used for incident documentation
386,478,Alarm panel alert connected to the response
368,307,Patrol radio used during response coordination
280,110,Door controller event related to the incident
206,246,Patrol radio used during response coordination
263,217,Alarm panel alert connected to the response
315,405,Incident report printed from this device
308,321,Badge reader logs used for access verification
451,320,Server logs reviewed for investigation
415,453,CCTV footage reviewed for this incident
220,243,Patrol radio used during response coordination
11,350,Network security logs reviewed
179,82,Door controller event related to the incident
458,45,Server logs reviewed for investigation
113,329,Badge reader logs used for access verification
366,268,Security workstation used for incident documentation
343,175,Badge reader logs used for access verification
329,349,Network device checked during response
412,344,Patrol radio used during response coordination
183,75,Incident report printed from this device
442,350,Network security logs reviewed
39,274,Server logs reviewed for investigation
452,42,Security workstation used for incident documentation
151,255,Patrol radio used during response coordination
90,34,CCTV footage reviewed for this incident
336,428,CCTV footage reviewed for this incident
288,366,Video recording checked during investigation
422,420,CCTV footage reviewed for this incident
66,135,CCTV network switch checked during response
416,404,Patrol radio used during response coordination
452,268,Security workstation used for incident documentation
272,279,Security workstation used for incident documentation
439,189,Server logs reviewed for investigation
397,476,Network security logs reviewed
83,396,Door controller event related to the incident
314,354,Badge reader logs used for access verification
297,313,Badge reader logs used for access verification
91,434,CCTV network switch checked during response
210,83,Network device checked during response
420,260,Alarm panel alert connected to the response
341,439,Incident report printed from this device
492,464,Door controller event related to the incident
1,37,CCTV footage reviewed for this incident
399,40,Server logs reviewed for investigation
167,219,CCTV network switch checked during response
232,448,Video recording checked during investigation
53,308,Door controller event related to the incident
348,446,CCTV footage reviewed for this incident
436,391,CCTV network switch checked during response
119,93,CCTV footage reviewed for this incident
490,156,Alarm panel alert connected to the response
160,34,CCTV footage reviewed for this incident
224,134,Badge reader logs used for access verification
236,320,Server logs reviewed for investigation
28,283,Door controller event related to the incident
68,83,Network device checked during response
26,70,Patrol radio used during response coordination
245,394,Network security logs reviewed
491,347,Patrol radio used during response coordination
181,203,Door controller event related to the incident
78,44,Patrol radio used during response coordination
378,125,Security workstation used for incident documentation
464,387,Patrol radio used during response coordination
365,155,CCTV footage reviewed for this incident
50,418,Badge reader logs used for access verification
449,129,CCTV footage reviewed for this incident
399,78,Incident report printed from this device
166,452,Door controller event related to the incident
451,262,Patrol radio used during response coordination
286,166,Security workstation used for incident documentation
125,485,Door controller event related to the incident
285,265,Network device checked during response
341,322,Badge reader logs used for access verification
50,148,Door controller event related to the incident
189,225,CCTV footage reviewed for this incident
353,445,CCTV footage reviewed for this incident
52,12,Video recording checked during investigation
179,433,Network device checked during response
214,242,Network device checked during response
333,324,Video recording checked during investigation
379,250,CCTV footage reviewed for this incident
243,271,Incident report printed from this device
257,26,Network device checked during response
96,427,Door controller event related to the incident
230,489,Security workstation used for incident documentation
122,176,Security workstation used for incident documentation
236,188,Video recording checked during investigation
184,353,Video recording checked during investigation
161,199,Network device checked during response
329,24,Incident report printed from this device
266,76,Network device checked during response
447,466,Door controller event related to the incident
435,90,Server logs reviewed for investigation
415,311,Incident report printed from this device
411,166,Security workstation used for incident documentation
457,83,Network device checked during response
434,191,CCTV footage reviewed for this incident
232,254,CCTV network switch checked during response
339,122,Patrol radio used during response coordination
91,107,Video recording checked during investigation
419,42,Security workstation used for incident documentation
404,126,Security workstation used for incident documentation
180,260,Alarm panel alert connected to the response
27,244,Door controller event related to the incident
257,44,Patrol radio used during response coordination
467,341,Server logs reviewed for investigation
355,247,CCTV footage reviewed for this incident
441,286,Door controller event related to the incident
344,339,CCTV network switch checked during response
206,383,Incident report printed from this device
114,114,Network device checked during response
262,162,Network device checked during response
61,489,Security workstation used for incident documentation
121,309,Incident report printed from this device
194,45,Server logs reviewed for investigation
283,497,Patrol radio used during response coordination
421,198,Server logs reviewed for investigation
351,282,Patrol radio used during response coordination
258,202,Network device checked during response
28,497,Patrol radio used during response coordination
124,308,Door controller event related to the incident
67,349,Network device checked during response
440,38,CCTV network switch checked during response
306,463,Network device checked during response
93,118,Incident report printed from this device
245,75,Incident report printed from this device
32,96,Incident report printed from this device
402,85,Video recording checked during investigation
307,467,Patrol radio used during response coordination
370,311,Incident report printed from this device
96,14,Patrol radio used during response coordination
22,390,Patrol radio used during response coordination
107,316,CCTV network switch checked during response
281,142,Video recording checked during investigation
292,122,Patrol radio used during response coordination
237,262,Patrol radio used during response coordination
96,53,Door controller event related to the incident
35,208,Server logs reviewed for investigation
303,268,Security workstation used for incident documentation
208,429,Patrol radio used during response coordination
117,146,CCTV network switch checked during response
155,419,Network security logs reviewed
281,158,Network device checked during response
139,71,Alarm panel alert connected to the response
418,430,Video recording checked during investigation
126,115,Network security logs reviewed
412,334,Network security logs reviewed
271,60,Network device checked during response
389,129,CCTV footage reviewed for this incident
340,133,Network security logs reviewed
306,56,Network security logs reviewed
275,281,Door controller event related to the incident
189,454,Server logs reviewed for investigation
191,452,Door controller event related to the incident
442,402,CCTV network switch checked during response
18,361,Patrol radio used during response coordination
294,253,Patrol radio used during response coordination
500,235,Network security logs reviewed
113,86,Alarm panel alert connected to the response
18,431,CCTV network switch checked during response
387,249,CCTV footage reviewed for this incident
389,405,Incident report printed from this device
491,12,Video recording checked during investigation
42,76,Network device checked during response
50,76,Network device checked during response
290,19,Server logs reviewed for investigation
357,497,Patrol radio used during response coordination
190,136,Network security logs reviewed
54,419,Network security logs reviewed
292,445,CCTV footage reviewed for this incident
91,74,Video recording checked during investigation
486,240,Incident report printed from this device
203,366,Video recording checked during investigation
241,454,Server logs reviewed for investigation
269,335,CCTV network switch checked during response
247,181,Security workstation used for incident documentation
475,191,CCTV footage reviewed for this incident
138,179,Video recording checked during investigation
439,64,Alarm panel alert connected to the response
281,424,CCTV network switch checked during response
173,82,Door controller event related to the incident
179,173,Video recording checked during investigation
390,402,CCTV network switch checked during response
412,152,Security workstation used for incident documentation
312,309,Incident report printed from this device
479,461,Badge reader logs used for access verification
269,485,Door controller event related to the incident
365,455,Badge reader logs used for access verification
81,49,Patrol radio used during response coordination
189,290,Door controller event related to the incident
137,123,Badge reader logs used for access verification
100,213,Badge reader logs used for access verification
480,442,CCTV footage reviewed for this incident
474,240,Incident report printed from this device
105,273,CCTV footage reviewed for this incident
387,104,CCTV network switch checked during response
230,400,Network security logs reviewed
156,306,Alarm panel alert connected to the response
385,346,Door controller event related to the incident
247,38,CCTV network switch checked during response
452,314,Server logs reviewed for investigation
190,207,Badge reader logs used for access verification
411,35,Door controller event related to the incident
473,124,Network security logs reviewed
208,463,Network device checked during response
392,29,Badge reader logs used for access verification
333,134,Badge reader logs used for access verification
444,425,Network device checked during response
19,224,Server logs reviewed for investigation
458,445,CCTV footage reviewed for this incident
