log_id,user_id,access_type,location,access_time,status,ip_address
5327,207,Room Access,Storage,2025-02-08,Denied,192.168.243.246
5328,227,System Login,Lobby,2024-01-27,Denied,192.168.126.6
5329,114,System Login,Floor 3,2025-04-08,Failed,192.168.49.82
5330,361,Room Access,Floor 2,2026-04-16,Success,192.168.49.241
5331,108,System Login,Reception,2026-01-30,Success,192.168.70.239
5332,333,Room Access,Floor 1,2024-01-09,Failed,192.168.223.95
5333,188,Server Room Access,Main Gate,2024-07-09,Success,192.168.92.145
5334,352,Room Access,Server Room,2025-08-10,Success,192.168.172.98
5335,80,Server Room Access,Back Gate,2025-11-12,Denied,192.168.16.69
5336,321,System Login,Server Room,2025-03-09,Success,192.168.213.19
5337,38,System Login,Lobby,2025-07-17,Failed,192.168.107.118
5338,264,Server Room Access,Gym,2025-07-08,Denied,192.168.172.161
5339,483,Room Access,Server Room,2025-12-17,Denied,192.168.176.38
5340,258,Room Access,Back Gate,2024-08-05,Failed,192.168.49.182
5341,388,Server Room Access,Main Gate,2024-10-11,Failed,192.168.137.104
5342,123,System Login,Storage,2025-05-13,Denied,192.168.242.86
5343,58,Server Room Access,Floor 3,2026-02-17,Success,192.168.229.239
5344,110,System Login,Main Gate,2024-08-25,Denied,192.168.113.131
5345,416,Server Room Access,Kitchen,2026-01-14,Failed,192.168.132.91
5346,172,System Login,Kitchen,2025-08-17,Failed,192.168.89.53
5347,429,System Login,Back Gate,2024-09-06,Denied,192.168.158.136
5348,253,Room Access,Kitchen,2025-07-27,Denied,192.168.84.78
5349,340,Room Access,Conference Room,2025-02-26,Denied,192.168.213.229
5350,275,Room Access,Floor 1,2024-09-05,Denied,192.168.30.148
5351,435,System Login,Lobby,2026-03-16,Failed,192.168.252.108
5352,489,Server Room Access,Parking,2025-08-01,Denied,192.168.100.58
5353,219,Server Room Access,Kitchen,2025-04-11,Success,192.168.92.122
5354,476,Room Access,Conference Room,2025-12-04,Failed,192.168.240.213
5355,350,System Login,Back Gate,2025-08-13,Denied,192.168.168.159
5356,116,System Login,Floor 2,2025-02-12,Failed,192.168.21.7
5357,18,Room Access,Kitchen,2025-11-02,Success,192.168.97.105
5358,228,Server Room Access,Main Gate,2024-10-07,Denied,192.168.111.244
5359,481,Server Room Access,Main Gate,2025-07-02,Denied,192.168.71.105
5360,362,Server Room Access,Parking,2024-01-30,Failed,192.168.105.166
5361,25,System Login,Floor 2,2024-09-08,Denied,192.168.66.16
5362,269,Server Room Access,Server Room,2025-10-11,Success,192.168.108.65
5363,116,Server Room Access,Conference Room,2024-05-18,Success,192.168.64.219
5364,110,Room Access,Floor 2,2025-10-11,Denied,192.168.97.150
5365,265,Room Access,Gym,2024-01-18,Success,192.168.220.250
5366,31,Room Access,Conference Room,2025-05-16,Failed,192.168.247.71
5367,334,Room Access,Conference Room,2025-12-01,Success,192.168.131.120
5368,429,Room Access,Main Gate,2024-12-05,Success,192.168.215.71
5369,457,System Login,Floor 3,2024-01-30,Success,192.168.238.146
5370,9,Room Access,Floor 1,2026-02-11,Success,192.168.189.252
5371,175,Room Access,Floor 1,2026-04-20,Failed,192.168.223.215
5372,266,Server Room Access,Floor 3,2026-04-03,Denied,192.168.70.103
5373,329,Room Access,Reception,2026-02-06,Success,192.168.39.99
5374,264,Room Access,Reception,2024-03-11,Success,192.168.17.213
5375,85,Room Access,Lobby,2026-03-21,Success,192.168.203.112
5376,109,Room Access,Reception,2024-09-15,Denied,192.168.73.203
5377,365,Room Access,Main Gate,2024-11-09,Success,192.168.93.126
5378,380,Room Access,Floor 1,2024-11-27,Success,192.168.32.249
5379,382,Server Room Access,Floor 1,2025-06-18,Success,192.168.4.144
5380,28,Room Access,Conference Room,2025-04-04,Success,192.168.48.16
5381,459,Server Room Access,Kitchen,2025-06-19,Failed,192.168.97.61
5382,478,Room Access,Pool,2025-03-30,Denied,192.168.132.76
5383,283,Server Room Access,Floor 3,2024-09-26,Failed,192.168.225.150
5384,447,Server Room Access,Reception,2024-06-14,Denied,192.168.44.99
5385,135,Room Access,Gym,2025-03-28,Denied,192.168.8.168
5386,359,Room Access,Reception,2025-08-23,Failed,192.168.38.33
5387,199,System Login,Storage,2024-11-04,Failed,192.168.174.140
5388,177,Server Room Access,Floor 3,2025-11-12,Denied,192.168.133.149
5389,476,Server Room Access,Floor 1,2024-08-25,Denied,192.168.169.196
5390,240,Room Access,Server Room,2025-10-30,Success,192.168.200.30
5391,68,System Login,Back Gate,2025-02-27,Success,192.168.197.231
5392,377,Server Room Access,Floor 1,2025-05-17,Success,192.168.32.242
5393,143,Server Room Access,Gym,2026-04-26,Failed,192.168.168.142
5394,338,Server Room Access,Lobby,2024-07-13,Failed,192.168.252.6
5395,170,Room Access,Reception,2024-05-28,Success,192.168.235.113
5396,205,Room Access,Floor 1,2024-05-04,Denied,192.168.16.250
5397,188,Server Room Access,Floor 3,2024-03-11,Failed,192.168.93.184
5398,225,System Login,Reception,2024-12-10,Success,192.168.162.85
5399,489,System Login,Parking,2024-08-08,Failed,192.168.40.23
5400,101,Room Access,Lobby,2025-12-12,Success,192.168.86.103
5401,90,Room Access,Reception,2025-07-05,Success,192.168.208.83
5402,406,Server Room Access,Floor 1,2024-01-01,Denied,192.168.71.1
5403,416,System Login,Lobby,2024-03-09,Failed,192.168.168.85
5404,115,Room Access,Pool,2025-08-14,Failed,192.168.97.207
5405,59,System Login,Parking,2025-11-10,Success,192.168.17.66
5406,357,Server Room Access,Gym,2024-05-07,Denied,192.168.248.201
5407,137,Room Access,Lobby,2024-01-01,Failed,192.168.183.140
5408,223,System Login,Storage,2025-05-08,Denied,192.168.119.61
5409,487,System Login,Floor 1,2024-01-30,Success,192.168.133.192
5410,289,System Login,Floor 1,2025-03-29,Success,192.168.251.153
5411,461,Room Access,Kitchen,2024-12-19,Failed,192.168.204.69
5412,49,Server Room Access,Storage,2025-03-11,Success,192.168.110.144
5413,370,Server Room Access,Floor 3,2026-01-06,Denied,192.168.68.221
5414,373,Room Access,Floor 3,2024-08-19,Success,192.168.162.253
5415,267,System Login,Main Gate,2024-07-11,Failed,192.168.174.75
5416,322,System Login,Main Gate,2025-08-07,Denied,192.168.148.14
5417,424,Server Room Access,Gym,2025-06-28,Success,192.168.57.34
5418,258,Server Room Access,Reception,2024-09-15,Success,192.168.134.41
5419,169,System Login,Kitchen,2024-04-04,Denied,192.168.146.204
5420,491,Server Room Access,Back Gate,2025-10-28,Failed,192.168.132.247
5421,138,System Login,Server Room,2024-08-17,Success,192.168.36.189
5422,331,System Login,Storage,2024-05-02,Denied,192.168.94.39
5423,153,Room Access,Back Gate,2024-08-13,Failed,192.168.80.231
5424,497,Server Room Access,Pool,2025-08-18,Failed,192.168.162.176
5425,179,System Login,Kitchen,2024-01-01,Denied,192.168.149.59
5426,461,Room Access,Floor 3,2025-06-10,Failed,192.168.128.27
5427,442,Room Access,Kitchen,2025-12-08,Denied,192.168.17.205
5428,244,Server Room Access,Back Gate,2024-05-31,Failed,192.168.189.146
5429,328,Room Access,Conference Room,2024-02-15,Failed,192.168.177.56
5430,497,Room Access,Kitchen,2024-05-17,Failed,192.168.81.158
5431,200,System Login,Main Gate,2025-10-19,Failed,192.168.121.140
5432,99,System Login,Conference Room,2026-03-13,Denied,192.168.193.64
5433,51,Server Room Access,Main Gate,2026-04-28,Success,192.168.23.205
5434,112,Room Access,Back Gate,2024-12-26,Success,192.168.177.49
5435,85,Room Access,Floor 2,2024-12-23,Denied,192.168.96.82
5436,407,Room Access,Lobby,2024-10-03,Denied,192.168.13.117
5437,452,Server Room Access,Parking,2024-04-15,Success,192.168.243.98
5438,144,System Login,Lobby,2026-04-26,Denied,192.168.52.84
5439,6,Room Access,Main Gate,2025-10-30,Failed,192.168.34.131
5440,262,System Login,Floor 1,2024-02-25,Failed,192.168.44.43
5441,343,Server Room Access,Parking,2025-12-13,Failed,192.168.178.4
5442,364,Room Access,Reception,2026-01-18,Success,192.168.120.133
5443,50,System Login,Conference Room,2025-11-22,Success,192.168.35.194
5444,162,Room Access,Conference Room,2025-01-15,Success,192.168.203.178
5445,442,System Login,Server Room,2025-08-30,Denied,192.168.17.195
5446,297,Server Room Access,Floor 1,2024-05-17,Denied,192.168.40.72
5447,377,System Login,Floor 1,2024-10-06,Failed,192.168.248.50
5448,201,Room Access,Main Gate,2025-07-27,Success,192.168.144.88
5449,185,Server Room Access,Storage,2024-03-05,Success,192.168.115.183
5450,351,Server Room Access,Conference Room,2025-04-30,Denied,192.168.64.195
5451,401,System Login,Floor 3,2026-03-12,Success,192.168.194.201
5452,157,Room Access,Storage,2024-06-06,Denied,192.168.210.248
5453,86,Room Access,Back Gate,2024-08-30,Failed,192.168.37.239
5454,81,System Login,Kitchen,2024-01-08,Failed,192.168.164.110
5455,314,Room Access,Parking,2025-03-22,Denied,192.168.24.66
5456,380,Server Room Access,Server Room,2024-04-13,Success,192.168.166.250
5457,70,System Login,Pool,2025-04-14,Denied,192.168.70.114
5458,380,Room Access,Pool,2025-06-18,Success,192.168.94.51
5459,378,Server Room Access,Back Gate,2026-03-06,Failed,192.168.54.182
5460,10,Room Access,Server Room,2024-03-07,Denied,192.168.170.36
5461,45,System Login,Floor 2,2025-07-04,Denied,192.168.29.126
5462,418,Server Room Access,Gym,2024-11-02,Failed,192.168.23.38
5463,377,Server Room Access,Pool,2025-07-21,Success,192.168.213.181
5464,456,Room Access,Conference Room,2026-03-23,Denied,192.168.81.140
5465,373,Room Access,Floor 2,2025-12-18,Denied,192.168.242.136
5466,390,Room Access,Main Gate,2024-05-29,Success,192.168.86.60
5467,431,System Login,Floor 3,2024-04-04,Success,192.168.120.31
5468,313,System Login,Floor 1,2024-05-17,Failed,192.168.80.109
5469,31,System Login,Storage,2024-08-04,Denied,192.168.124.111
5470,490,Server Room Access,Pool,2025-09-22,Success,192.168.130.241
5471,19,Server Room Access,Pool,2025-06-04,Denied,192.168.142.72
5472,282,System Login,Kitchen,2026-03-08,Success,192.168.60.1
5473,292,Server Room Access,Floor 3,2024-08-29,Failed,192.168.165.176
5474,484,System Login,Reception,2024-01-09,Denied,192.168.124.82
5475,223,Room Access,Storage,2024-07-24,Success,192.168.61.180
5476,37,System Login,Lobby,2025-12-28,Success,192.168.221.51
5477,323,Server Room Access,Storage,2025-10-27,Failed,192.168.194.119
5478,307,Room Access,Conference Room,2024-04-08,Denied,192.168.184.195
5479,2,Server Room Access,Storage,2024-08-23,Success,192.168.191.253
5480,229,Server Room Access,Pool,2025-10-13,Denied,192.168.226.189
5481,482,Server Room Access,Pool,2024-10-07,Failed,192.168.242.217
5482,170,Room Access,Floor 2,2025-02-13,Success,192.168.165.210
5483,247,Server Room Access,Gym,2026-01-31,Failed,192.168.86.226
5484,228,System Login,Server Room,2024-05-27,Failed,192.168.211.167
5485,217,Room Access,Storage,2026-01-31,Failed,192.168.17.167
5486,336,Server Room Access,Server Room,2024-10-27,Denied,192.168.73.28
5487,465,System Login,Conference Room,2024-08-05,Denied,192.168.141.225
5488,407,Room Access,Parking,2026-01-01,Denied,192.168.163.114
5489,39,Server Room Access,Pool,2025-05-10,Denied,192.168.124.44
5490,405,System Login,Server Room,2025-05-02,Success,192.168.91.24
5491,195,System Login,Main Gate,2024-08-10,Success,192.168.69.54
5492,114,Server Room Access,Pool,2026-01-25,Failed,192.168.107.120
5493,106,Server Room Access,Floor 1,2026-03-01,Failed,192.168.178.215
5494,429,System Login,Kitchen,2026-01-07,Success,192.168.9.243
5495,480,System Login,Storage,2025-06-06,Failed,192.168.100.225
5496,17,System Login,Kitchen,2025-12-01,Failed,192.168.191.120
5497,216,System Login,Storage,2025-01-27,Denied,192.168.6.155
5498,55,System Login,Conference Room,2025-02-08,Success,192.168.37.70
5499,159,System Login,Reception,2026-04-25,Success,192.168.41.40
5500,241,Room Access,Floor 3,2026-01-26,Failed,192.168.216.234
5501,452,Room Access,Main Gate,2025-07-31,Failed,192.168.241.205
5502,251,Room Access,Main Gate,2025-01-25,Failed,192.168.52.33
5503,49,Room Access,Pool,2025-03-31,Denied,192.168.252.153
5504,183,Room Access,Pool,2025-01-07,Denied,192.168.70.45
5505,25,Server Room Access,Parking,2024-10-23,Failed,192.168.204.31
5506,83,Server Room Access,Pool,2025-06-28,Failed,192.168.239.193
5507,72,Server Room Access,Server Room,2025-09-14,Denied,192.168.217.77
5508,436,Server Room Access,Lobby,2024-11-26,Denied,192.168.101.192
5509,444,System Login,Conference Room,2025-12-16,Denied,192.168.132.108
5510,495,Room Access,Pool,2024-04-24,Denied,192.168.145.40
5511,370,Server Room Access,Floor 1,2024-10-22,Failed,192.168.92.154
5512,317,Room Access,Lobby,2025-08-03,Denied,192.168.201.197
5513,274,System Login,Parking,2026-03-10,Failed,192.168.213.167
5514,275,System Login,Main Gate,2026-02-26,Failed,192.168.227.184
5515,8,Server Room Access,Server Room,2024-01-01,Denied,192.168.165.236
5516,36,Server Room Access,Kitchen,2024-01-15,Failed,192.168.157.206
5517,434,System Login,Server Room,2024-07-18,Success,192.168.80.88
5518,136,Server Room Access,Floor 1,2026-04-30,Denied,192.168.193.214
5519,262,Server Room Access,Parking,2025-12-19,Success,192.168.197.208
5520,329,System Login,Reception,2025-07-22,Denied,192.168.42.172
5521,262,Room Access,Back Gate,2024-08-13,Denied,192.168.254.89
5522,422,Server Room Access,Conference Room,2026-02-01,Failed,192.168.66.159
5523,242,Room Access,Reception,2025-06-23,Failed,192.168.213.188
5524,440,System Login,Kitchen,2024-07-15,Denied,192.168.45.227
5525,297,Server Room Access,Gym,2024-05-31,Failed,192.168.227.233
5526,100,System Login,Floor 3,2025-08-20,Denied,192.168.111.92
5527,366,Server Room Access,Reception,2025-12-16,Success,192.168.129.180
5528,296,Server Room Access,Lobby,2025-10-01,Denied,192.168.44.82
5529,86,Server Room Access,Back Gate,2024-05-01,Success,192.168.175.77
5530,309,Room Access,Floor 3,2024-04-22,Failed,192.168.55.168
5531,498,System Login,Parking,2025-03-31,Success,192.168.21.216
5532,115,Server Room Access,Floor 2,2025-01-09,Denied,192.168.188.140
5533,328,Server Room Access,Conference Room,2025-07-17,Denied,192.168.235.29
5534,231,Server Room Access,Conference Room,2025-11-02,Failed,192.168.108.170
5535,305,System Login,Pool,2025-09-02,Denied,192.168.130.31
5536,68,Room Access,Floor 1,2024-11-13,Denied,192.168.179.248
5537,251,Room Access,Storage,2024-05-08,Failed,192.168.212.96
5538,349,Room Access,Floor 2,2024-03-12,Denied,192.168.145.156
5539,254,Server Room Access,Lobby,2025-06-22,Denied,192.168.57.204
5540,297,Room Access,Lobby,2024-10-20,Denied,192.168.218.173
5541,139,System Login,Floor 3,2025-02-09,Success,192.168.252.14
5542,194,System Login,Server Room,2025-10-12,Success,192.168.19.13
5543,147,Server Room Access,Server Room,2026-04-20,Success,192.168.36.68
5544,185,Room Access,Storage,2024-06-04,Success,192.168.199.34
5545,434,System Login,Floor 2,2025-10-24,Failed,192.168.212.31
5546,118,System Login,Lobby,2025-03-22,Success,192.168.8.110
5547,97,System Login,Back Gate,2024-11-11,Success,192.168.196.35
5548,152,Room Access,Conference Room,2026-03-31,Denied,192.168.120.117
5549,215,Server Room Access,Back Gate,2024-03-12,Success,192.168.133.240
5550,11,Room Access,Gym,2024-05-07,Denied,192.168.150.60
5551,20,Room Access,Reception,2024-01-21,Success,192.168.227.136
5552,399,Room Access,Lobby,2026-03-21,Success,192.168.36.217
5553,401,System Login,Parking,2025-09-17,Denied,192.168.19.151
5554,62,Server Room Access,Conference Room,2025-06-18,Failed,192.168.135.164
5555,249,System Login,Conference Room,2026-04-13,Denied,192.168.47.106
5556,210,Server Room Access,Gym,2025-02-25,Denied,192.168.96.208
5557,421,Room Access,Conference Room,2025-12-22,Failed,192.168.244.28
5558,124,Server Room Access,Lobby,2024-08-16,Denied,192.168.216.192
5559,117,Room Access,Pool,2024-02-27,Denied,192.168.35.139
5560,337,Room Access,Server Room,2025-09-30,Success,192.168.22.46
5561,293,System Login,Floor 1,2024-01-13,Denied,192.168.140.213
5562,293,Server Room Access,Back Gate,2024-09-27,Denied,192.168.27.110
5563,48,System Login,Floor 3,2025-12-10,Failed,192.168.166.63
5564,248,System Login,Parking,2024-11-24,Denied,192.168.251.170
5565,314,System Login,Gym,2025-04-23,Denied,192.168.210.125
5566,127,Room Access,Back Gate,2024-03-07,Denied,192.168.172.153
5567,157,Room Access,Pool,2026-01-23,Failed,192.168.1.36
5568,15,Server Room Access,Back Gate,2024-09-03,Failed,192.168.53.192
5569,338,Room Access,Parking,2024-05-12,Denied,192.168.93.78
5570,319,System Login,Pool,2025-03-04,Denied,192.168.121.125
5571,331,System Login,Floor 3,2024-07-31,Denied,192.168.203.25
5572,325,Room Access,Main Gate,2025-10-14,Failed,192.168.110.192
5573,220,Server Room Access,Kitchen,2024-07-31,Failed,192.168.53.209
5574,435,System Login,Floor 1,2024-03-03,Failed,192.168.251.106
5575,231,Server Room Access,Main Gate,2025-06-22,Denied,192.168.63.100
5576,284,System Login,Reception,2025-10-14,Success,192.168.235.121
5577,136,System Login,Pool,2024-05-26,Success,192.168.3.45
5578,108,Room Access,Floor 3,2025-11-16,Success,192.168.152.172
5579,88,Room Access,Pool,2025-04-17,Denied,192.168.236.101
5580,77,Server Room Access,Parking,2026-01-22,Success,192.168.138.199
5581,488,Server Room Access,Storage,2025-03-11,Failed,192.168.148.203
5582,404,System Login,Back Gate,2024-01-06,Failed,192.168.246.8
5583,332,Room Access,Reception,2025-11-20,Failed,192.168.222.66
5584,379,Room Access,Main Gate,2026-04-27,Denied,192.168.183.31
5585,316,System Login,Reception,2025-01-05,Success,192.168.190.169
5586,475,Room Access,Floor 1,2024-06-21,Success,192.168.50.110
5587,107,Server Room Access,Kitchen,2025-09-11,Success,192.168.124.23
5588,92,Server Room Access,Floor 1,2025-09-02,Denied,192.168.145.218
5589,45,Server Room Access,Back Gate,2025-11-18,Denied,192.168.116.59
5590,102,System Login,Gym,2024-05-14,Denied,192.168.148.58
5591,15,System Login,Pool,2024-01-07,Success,192.168.65.46
5592,427,Server Room Access,Floor 1,2024-02-15,Denied,192.168.60.94
5593,332,System Login,Pool,2024-03-20,Success,192.168.24.122
5594,434,Room Access,Conference Room,2024-12-11,Failed,192.168.108.192
5595,311,Room Access,Floor 3,2025-05-10,Denied,192.168.96.234
5596,455,System Login,Reception,2026-04-28,Denied,192.168.242.35
5597,387,Room Access,Floor 1,2026-01-05,Failed,192.168.255.49
5598,92,Room Access,Main Gate,2025-09-12,Denied,192.168.42.165
5599,118,System Login,Reception,2025-05-08,Denied,192.168.14.19
5600,258,Server Room Access,Server Room,2024-12-12,Failed,192.168.83.237
5601,484,System Login,Floor 2,2025-03-07,Success,192.168.9.53
5602,143,System Login,Server Room,2026-02-23,Denied,192.168.162.92
5603,296,System Login,Reception,2025-08-14,Success,192.168.40.5
5604,201,Room Access,Back Gate,2026-02-05,Success,192.168.79.226
5605,168,Server Room Access,Storage,2025-08-13,Success,192.168.136.73
5606,249,Server Room Access,Gym,2025-10-08,Failed,192.168.69.90
5607,115,Server Room Access,Floor 3,2025-03-28,Success,192.168.0.100
5608,367,System Login,Pool,2025-11-30,Denied,192.168.195.101
5609,285,System Login,Main Gate,2026-04-17,Failed,192.168.38.206
5610,293,System Login,Pool,2024-09-20,Failed,192.168.177.164
5611,27,Server Room Access,Floor 2,2024-10-27,Denied,192.168.41.243
5612,267,Server Room Access,Parking,2024-03-05,Success,192.168.121.229
5613,350,Room Access,Floor 1,2024-01-15,Denied,192.168.25.74
5614,381,System Login,Reception,2024-08-25,Denied,192.168.80.181
5615,212,System Login,Floor 1,2025-07-24,Failed,192.168.41.223
5616,97,Room Access,Parking,2025-10-24,Denied,192.168.208.158
5617,147,System Login,Storage,2025-11-03,Success,192.168.12.83
5618,227,Room Access,Floor 3,2024-03-25,Denied,192.168.233.122
5619,34,Room Access,Main Gate,2025-12-17,Success,192.168.100.242
5620,392,Server Room Access,Floor 2,2025-07-26,Failed,192.168.248.61
5621,6,Server Room Access,Kitchen,2024-08-18,Failed,192.168.14.47
5622,26,Server Room Access,Server Room,2024-03-09,Denied,192.168.114.34
5623,102,System Login,Floor 3,2024-12-15,Denied,192.168.180.163
5624,160,Room Access,Server Room,2025-09-25,Denied,192.168.44.139
5625,371,Room Access,Pool,2024-03-26,Failed,192.168.193.234
5626,413,System Login,Main Gate,2024-11-20,Failed,192.168.36.56
5627,248,System Login,Conference Room,2025-03-01,Failed,192.168.137.136
5628,471,Room Access,Conference Room,2025-07-09,Success,192.168.167.200
5629,7,System Login,Floor 1,2025-12-03,Failed,192.168.100.13
5630,418,System Login,Server Room,2024-10-15,Failed,192.168.176.65
5631,246,System Login,Lobby,2026-03-29,Success,192.168.146.78
5632,261,Server Room Access,Gym,2024-09-06,Denied,192.168.33.52
5633,439,Server Room Access,Kitchen,2024-09-10,Failed,192.168.150.189
5634,187,System Login,Gym,2025-07-24,Success,192.168.94.10
5635,65,Server Room Access,Parking,2025-06-25,Denied,192.168.106.10
5636,334,Server Room Access,Main Gate,2024-07-09,Success,192.168.2.247
5637,122,System Login,Conference Room,2025-01-22,Success,192.168.114.40
5638,11,System Login,Floor 3,2024-12-25,Success,192.168.90.206
5639,88,System Login,Conference Room,2025-06-01,Denied,192.168.170.91
5640,169,System Login,Gym,2026-02-12,Success,192.168.11.90
5641,37,Room Access,Kitchen,2024-12-25,Denied,192.168.163.92
5642,240,Room Access,Gym,2026-01-18,Denied,192.168.207.224
5643,62,Server Room Access,Pool,2025-08-25,Denied,192.168.56.219
5644,467,System Login,Parking,2024-06-22,Denied,192.168.100.31
5645,471,Server Room Access,Back Gate,2025-08-16,Denied,192.168.141.253
5646,170,Server Room Access,Conference Room,2024-07-21,Success,192.168.74.97
5647,121,Server Room Access,Main Gate,2025-09-06,Denied,192.168.147.189
5648,399,Server Room Access,Server Room,2025-02-05,Denied,192.168.68.195
5649,3,System Login,Floor 1,2025-08-28,Failed,192.168.218.93
5650,1,Server Room Access,Server Room,2024-06-06,Denied,192.168.108.75
5651,368,Room Access,Reception,2024-10-07,Denied,192.168.158.106
5652,168,System Login,Parking,2024-01-08,Failed,192.168.204.85
5653,173,Server Room Access,Pool,2025-01-10,Denied,192.168.217.89
5654,230,Room Access,Floor 1,2026-03-18,Success,192.168.184.25
5655,118,System Login,Kitchen,2025-06-19,Failed,192.168.28.110
5656,432,Room Access,Main Gate,2025-12-12,Failed,192.168.29.206
5657,7,Room Access,Storage,2024-09-05,Denied,192.168.21.175
5658,208,Server Room Access,Main Gate,2025-10-19,Denied,192.168.225.133
5659,274,Server Room Access,Server Room,2025-06-09,Denied,192.168.82.134
5660,134,System Login,Lobby,2025-07-01,Denied,192.168.75.103
5661,109,Room Access,Parking,2024-12-03,Success,192.168.181.183
5662,79,Server Room Access,Parking,2025-07-05,Failed,192.168.107.95
5663,496,Room Access,Conference Room,2024-06-12,Success,192.168.106.105
5664,172,Server Room Access,Floor 2,2026-04-21,Success,192.168.62.227
5665,409,System Login,Parking,2024-08-25,Denied,192.168.218.138
5666,194,Server Room Access,Parking,2025-08-06,Denied,192.168.252.88
5667,95,System Login,Parking,2024-08-24,Denied,192.168.49.73
5668,93,Room Access,Conference Room,2024-06-03,Denied,192.168.43.150
5669,244,System Login,Reception,2024-01-10,Denied,192.168.150.103
5670,181,Server Room Access,Kitchen,2025-06-22,Denied,192.168.15.28
5671,9,Room Access,Back Gate,2025-02-17,Denied,192.168.59.74
5672,473,Server Room Access,Parking,2025-10-31,Failed,192.168.27.174
5673,251,Room Access,Conference Room,2024-02-09,Denied,192.168.190.53
5674,135,Room Access,Server Room,2025-07-13,Failed,192.168.92.227
5675,17,Server Room Access,Floor 3,2025-02-01,Denied,192.168.238.28
5676,8,Room Access,Lobby,2024-09-30,Denied,192.168.52.232
5677,379,Server Room Access,Floor 1,2025-10-27,Failed,192.168.87.133
5678,385,System Login,Server Room,2024-02-04,Denied,192.168.205.164
5679,232,System Login,Main Gate,2024-01-06,Denied,192.168.27.137
5680,153,Room Access,Reception,2024-10-23,Denied,192.168.19.192
5681,310,Room Access,Back Gate,2025-01-19,Failed,192.168.235.125
5682,237,Server Room Access,Storage,2025-03-01,Denied,192.168.104.8
5683,173,System Login,Lobby,2024-09-22,Success,192.168.86.205
5684,212,Room Access,Floor 3,2024-02-09,Success,192.168.172.141
5685,14,System Login,Reception,2024-01-06,Denied,192.168.22.241
5686,355,System Login,Storage,2025-03-24,Success,192.168.166.121
5687,176,System Login,Pool,2026-03-30,Success,192.168.68.77
5688,463,Server Room Access,Parking,2026-02-15,Failed,192.168.83.82
5689,374,Server Room Access,Floor 1,2024-11-23,Denied,192.168.245.186
5690,117,Server Room Access,Main Gate,2025-04-29,Denied,192.168.142.28
5691,472,System Login,Storage,2026-03-12,Success,192.168.103.4
5692,25,System Login,Parking,2024-09-10,Success,192.168.176.103
5693,183,System Login,Conference Room,2024-02-05,Failed,192.168.142.227
5694,90,Server Room Access,Main Gate,2025-07-19,Success,192.168.234.248
5695,144,Room Access,Pool,2024-01-10,Failed,192.168.204.73
5696,257,System Login,Storage,2024-10-29,Success,192.168.56.242
5697,260,Room Access,Floor 1,2025-01-17,Denied,192.168.25.159
5698,316,System Login,Storage,2024-09-26,Success,192.168.106.139
5699,471,System Login,Lobby,2024-01-21,Failed,192.168.46.158
5700,389,Server Room Access,Server Room,2024-01-06,Denied,192.168.211.16
5701,167,Room Access,Floor 2,2025-11-07,Success,192.168.225.69
5702,426,Room Access,Pool,2024-12-14,Denied,192.168.36.48
5703,311,System Login,Kitchen,2024-02-18,Failed,192.168.124.229
5704,34,Room Access,Floor 3,2025-04-03,Success,192.168.227.187
5705,369,Room Access,Conference Room,2025-03-02,Failed,192.168.117.167
5706,308,System Login,Lobby,2024-06-28,Success,192.168.76.119
5707,207,Server Room Access,Gym,2025-11-02,Denied,192.168.207.197
5708,28,Server Room Access,Floor 1,2026-01-25,Failed,192.168.176.102
5709,72,Server Room Access,Floor 3,2025-05-31,Denied,192.168.133.37
5710,106,Room Access,Back Gate,2024-08-14,Denied,192.168.239.225
5711,354,Room Access,Parking,2026-02-23,Denied,192.168.114.196
5712,468,Server Room Access,Floor 1,2025-07-09,Denied,192.168.41.177
5713,103,System Login,Back Gate,2024-10-04,Success,192.168.9.100
5714,211,Room Access,Kitchen,2024-07-22,Denied,192.168.8.216
5715,212,System Login,Floor 1,2026-01-24,Denied,192.168.29.142
5716,122,Server Room Access,Floor 3,2025-03-24,Success,192.168.37.88
5717,356,System Login,Gym,2024-11-27,Denied,192.168.124.99
5718,297,Server Room Access,Floor 3,2026-04-07,Success,192.168.39.251
5719,378,Room Access,Floor 1,2024-12-04,Failed,192.168.110.88
5720,89,Room Access,Floor 1,2025-08-20,Success,192.168.104.90
5721,271,System Login,Server Room,2025-11-26,Denied,192.168.82.92
5722,111,System Login,Lobby,2024-06-17,Failed,192.168.86.40
5723,141,Room Access,Floor 2,2025-06-23,Success,192.168.45.5
5724,228,System Login,Back Gate,2024-06-10,Denied,192.168.255.233
5725,112,System Login,Gym,2024-01-23,Success,192.168.199.132
5726,145,System Login,Reception,2026-03-30,Denied,192.168.86.249
5727,70,System Login,Parking,2025-02-28,Denied,192.168.182.183
5728,424,System Login,Pool,2025-05-19,Failed,192.168.17.75
5729,125,System Login,Floor 2,2024-04-02,Success,192.168.13.181
5730,21,Room Access,Gym,2024-04-15,Success,192.168.253.61
5731,345,Server Room Access,Main Gate,2024-07-13,Failed,192.168.136.181
5732,395,Room Access,Storage,2024-06-26,Failed,192.168.110.147
5733,52,System Login,Kitchen,2024-02-28,Denied,192.168.159.5
5734,141,Room Access,Conference Room,2025-07-09,Denied,192.168.161.185
5735,191,System Login,Pool,2025-05-10,Success,192.168.25.89
